pct_carrier_delay;pct_atc_delay;pct_weather_delay;airline
123.456.790.123.457;0;0;Delta
344.827.586.206.897;0;0;Delta
548.275.862.068.965;110.344.827.586.207;0;Delta
166.666.666.666.667;0;0;Delta
344.827.586.206.897;0;0;Delta
0.94949494949495;154.545.454.545.455;0;Delta
204.545.454.545.455;365.909.090.909.091;113.636.363.636.364;Delta
32.258.064.516.129;0;32.258.064.516.129;Delta
0;476.190.476.190.476;0;Delta
351.851.851.851.852;0.185185185185185;0;Delta
433.333.333.333.333;637.037.037.037.037;0;Delta
344.827.586.206.897;0;689.655.172.413.793;Delta
0;0;0;Delta
666.666.666.666.667;0;0;Delta
0;0;0;Delta
193.333.333.333.333;1.6;0;American
474.333.333.333.333;398.916.666.666.667;0.132083333333333;United
156.376.146.788.991;691.284.403.669.725;0;United
368.185.157.972.079;177.075.679.647.318;0.0903747244673034;United
510.756.562.017.499;271.487.390.633.042;0.0303654143077715;United
512.754.555.198.285;210.396.570.203.644;0;United
435.072.083.879.423;534.941.022.280.472;0.0969855832241153;United
39.304.347.826.087;0.58695652173913;0.282608695652174;United
0.790123456790123;246.913.580.246.914;0;United
432.477.426.636.569;225.705.417.607.223;0.0840857787810384;United
532.956.152.758.133;324.893.917.963.225;0.151343705799151;United
681.728.288.907.997;391.487.532.244.196;0.0421324161650903;United
503.580.901.856.764;130.021.220.159.151;0.127055702917772;United
727.509.778.357.236;397.522.816.166.884;0.143415906127771;United
663.478.260.869.565;301.739.130.434.783;0;United
550.589.970.501.475;109.896.755.162.242;0;United
44.609.375;1.380.859.375;0.0908203125;United
751.939.655.172.414;275.215.517.241.379;0;United
677.560.975.609.756;277.073.170.731.707;0;United
520.123.203.285.421;332.032.854.209.446;0.19917864476386;United
167.164.179.104.478;152.238.805.970.149;0;United
601.960.784.313.725;0.949891067538126;0;United
658.659.217.877.095;489.106.145.251.397;0.0195530726256983;United
594.852.941.176.471;162.867.647.058.824;0;United
442.771.084.337.349;1.5;0.391566265060241;United
352.941.176.470.588;127.450.980.392.157;0;United
231.212.121.212.121;418.181.818.181.818;0;United
151.666.666.666.667;303.333.333.333.333;0;United
354.290.718.038.529;141.856.392.294.221;0;United
578.015.564.202.335;207.198.443.579.767;0.194552529182879;United
631.750.741.839.763;565.182.987.141.444;0.0989119683481701;United
591.724.137.931.034;744.137.931.034.483;0;United
386.930.693.069.307;13.960.396.039.604;0.120792079207921;United
507.407.407.407.407;0.444444444444444;174.074.074.074.074;United
584.883.720.930.233;27.093.023.255.814;0;United
54.375;0;0;United
691.627.172.195.893;28.957.345.971.564;0;United
517.647.058.823.529;726.470.588.235.294;0;United
280.659.340.659.341;198.571.428.571.429;0.26043956043956;United
654.761.904.761.905;0.785714285714286;0;United
246.739.130.434.783;227.173.913.043.478;0;United
367.796.610.169.492;0.169491525423729;0;United
503.191.489.361.702;172.340.425.531.915;0;United
780.102.040.816.327;370.408.163.265.306;0;United
643.859.649.122.807;0;0;United
510.454.545.454.545;128.181.818.181.818;0;United
6.48;0;0;United
11.650.406.504.065;168.292.682.926.829;0;United
793.103.448.275.862;124.137.931.034.483;0;United
517.391.304.347.826;0.165217391304348;0;United
377.678.571.428.571;136.309.523.809.524;0;United
474.476.987.447.699;271.129.707.112.971;0;United
820.915.032.679.738;106.666.666.666.667;0;United
0.333333333333333;588.888.888.888.889;0;United
610.204.081.632.653;118.367.346.938.775;0;United
262.983.425.414.365;150.276.243.093.923;0;United
691.025.641.025.641;512.820.512.820.513;0;United
43.448.275.862.069;958.620.689.655.172;0;United
742.465.753.424.658;297.260.273.972.603;0;United
114.428.571.428.571;184.285.714.285.714;0;United
381.481.481.481.481;0;0;United
17.4;234.333.333.333.333;0;United
722.222.222.222.222;388.888.888.888.889;0;United
133.333.333.333.333;0;0;United
56.734.693.877.551;0;0;United
210.909.090.909.091;370.909.090.909.091;0;United
441.379.310.344.828;731.034.482.758.621;0;United
690.740.740.740.741;174.074.074.074.074;135.185.185.185.185;United
788.888.888.888.889;37.037.037.037.037;0;United
515.384.615.384.615;102.307.692.307.692;0;United
113.118.279.569.892;478.494.623.655.914;0;United
549.438.202.247.191;543.820.224.719.101;0;United
92.156.862.745.098;335.294.117.647.059;0;United
878.571.428.571.429;0.142857142857143;0;United
4;434.375;0;United
0.96078431372549;196.078.431.372.549;0;United
646.666.666.666.667;0.2;0;United
206.470.588.235.294;115.882.352.941.176;0;United
0;0;0;United
437.856.173.677.069;17.910.447.761.194;0.0719131614654003;Southwest
622.352.941.176.471;174.509.803.921.569;0;Southwest
454.342.629.482.072;256.972.111.553.785;0.582868525896414;Southwest
414.878.048.780.488;0.551219512195122;0.0747967479674797;Southwest
372.413.793.103.448;112.576.064.908.722;0.202839756592292;Southwest
481.530.054.644.809;150.928.961.748.634;0.194535519125683;Southwest
482.970.451.010.886;135.505.443.234.837;238.724.727.838.258;Southwest
427.862.595.419.847;0.183206106870229;0.763358778625954;Southwest
445.045.045.045.045;0.938063063063063;0.0923423423423423;Southwest
418.614.357.262.104;144.824.707.846.411;0.16110183639399;Southwest
344.487.932.159.165;2.646.771.037.182;0.643672537508154;Southwest
108.256.070.640.177;35.121.412.803.532;0.205298013245033;Southwest
492.282.608.695.652;243.586.956.521.739;0.0456521739130435;Southwest
438.047.138.047.138;105.218.855.218.855;0.0841750841750842;Southwest
549.056.603.773.585;143.068.088.597.211;0.0721903199343724;Southwest
351.592.128.801.431;284.508.050.089.445;0.0769230769230769;Southwest
589.695.945.945.946;0.589527027027027;0.0219594594594595;Southwest
59.548.532.731.377;0.54176072234763;0;Southwest
437.250.786.988.457;0.625393494228751;0.00839454354669465;Southwest
675.365.853.658.537;156.585.365.853.659;0.0170731707317073;Southwest
741.481.481.481.481;406.296.296.296.296;0;Southwest
465.687.203.791.469;0.793364928909952;0.162085308056872;Southwest
746.800.501.882.058;570.012.547.051.443;182.559.598.494.354;Southwest
306.619.537.275.064;131.512.425.021.422;0.124464438731791;Southwest
312.451.708.766.716;0.498365527488856;0.0594353640416048;Southwest
132.666.666.666.667;0;0;Southwest
905.555.555.555.556;114.444.444.444.444;0;Southwest
301.351.351.351.351;183.892.763.731.473;0.0268090671316478;Southwest
838.333.333.333.333;0.633333333333333;0.383333333333333;Southwest
748.016.701.461.378;297.494.780.793.319;0.465553235908142;Southwest
605.882.352.941.176;174.331.550.802.139;14.331.550.802.139;Southwest
487.726.098.191.215;0.984496124031008;0;Southwest
862.896.825.396.825;135.575.396.825.397;202.777.777.777.778;Southwest
556.856.455.493.184;242.421.812.349.639;0.125100240577386;Southwest
334.461.538.461.538;0.655384615384615;0;Southwest
405.263.157.894.737;0.641148325358852;0;Southwest
392.768.016.297.428;138.629.997.453.527;0.234530175706646;Southwest
55.695.652.173.913;0.091304347826087;0.395652173913043;Southwest
157.128.712.871.287;229.207.920.792.079;0.222772277227723;Southwest
675.336.322.869.955;154.484.304.932.735;0.0515695067264574;Southwest
661.399.548.532.731;135.440.180.586.907;0;Southwest
851.704.545.454.546;273.295.454.545.454;0.568181818181818;Southwest
786.529.680.365.297;167.351.598.173.516;0.0525114155251142;Southwest
288.309.975.267.931;167.419.620.774.938;0.101071723000824;Southwest
474.983.255.190.891;239.953.114.534.494;0.12357669122572;Southwest
484.313.725.490.196;0.901960784313726;0.16078431372549;Southwest
846.927.374.301.676;287.709.497.206.704;0;Southwest
671.806.167.400.881;0.374449339207048;0;Southwest
56.073.546.856.465;208.896.797.153.025;0.406880189798339;Southwest
504.400.812.457.684;145.159.106.296.547;0.207176709546378;Southwest
992.870.905.587.669;295.375.722.543.353;0.252408477842004;Southwest
630.825.688.073.395;0.636697247706422;0.018348623853211;Southwest
457.086.614.173.228;150.295.275.590.551;0.127952755905512;Southwest
461.993.769.470.405;1;0.146417445482866;Southwest
598.669.201.520.913;487.262.357.414.449;0.91254752851711;Southwest
793.348.115.299.335;332.150.776.053.215;0.454545454545454;Southwest
361.622.807.017.544;0.660087719298246;0.328216374269006;Southwest
396.386.537.270.287;557.051.414.412.554;0.506504232913483;Southwest
765.555.555.555.556;0.244444444444444;0;Southwest
892.233.009.708.738;178.640.776.699.029;0;Southwest
602.409.638.554.217;0.885542168674699;0.0150602409638554;Southwest
543.937.007.874.016;15.244.094.488.189;0.0440944881889764;Southwest
506.923.076.923.077;0;0.769230769230769;Southwest
462.995.594.713.656;0.0572687224669604;0;Southwest
613.015.184.381.779;671.583.514.099.783;197.396.963.123.644;Southwest
633.823.529.411.765;0.788235294117647;0.0117647058823529;Southwest
269.014.084.507.042;129.902.491.874.323;0.0861321776814735;Southwest
507.795.100.222.717;139.866.369.710.468;0.111358574610245;Southwest
360.252.886.201.209;0.666300164925783;0.0648708081363387;Southwest
686.831.275.720.165;130.452.674.897.119;0.0308641975308642;Southwest
601.515.151.515.151;172.053.872.053.872;0.28956228956229;Southwest
716.871.921.182.266;260.960.591.133.005;0.0480295566502463;Southwest
347.803.425.167.535;173.417.721.518.987;0.327624720774386;Southwest
50.524.241.229.799;151.675.206.937.328;0.168703192747339;Southwest
470.724.801.812.004;138.391.845.979.615;0.279728199320498;Southwest
566.818.181.818.182;1.55;0;Southwest
677.510.040.160.643;147.389.558.232.932;0.0140562248995984;Southwest
931.481.481.481.481;262.962.962.962.963;0;Southwest
742.247.744.052.502;108.474.159.146.842;0.219852337981952;American
837.349.879.903.923;121.345.076.060.849;0.720576461168935;American
416.074.476.338.247;573.762.606.671.839;0.392009309542281;American
876.344.086.021.505;155.591.397.849.462;0.881720430107527;American
127.317.073.170.732;591.219.512.195.122;0.663414634146341;American
100.634.743.875.278;207.026.726.057.906;106.458.797.327.394;American
110.248.027.057.497;30.293.122.886.133;0.704622322435175;American
611.361.434.108.527;601.380.813.953.488;0.501937984496124;American
442.546.962.673.823;543.230.056.111.247;0.436935838009271;American
902.554.744.525.547;385.036.496.350.365;0.434306569343066;American
65.360.253.365.004;124.354.711.005.542;0.931908155186065;American
106.361.502.347.418;532.863.849.765.258;0.753521126760563;American
714.186.851.211.073;104.982.698.961.938;108.996.539.792.388;American
118.459.657.701.711;43.398.533.007.335;0.486552567237164;American
103.188.405.797.101;100.507.246.376.812;184.057.971.014.493;American
100.233.415.233.415;813.022.113.022.113;124.692.874.692.875;American
745.395.590.142.672;363.035.019.455.253;116.990.920.881.971;American
950.806.451.612.903;511.290.322.580.645;0.32258064516129;American
100.061.919.504.644;152.012.383.900.929;0.693498452012384;American
127.190.082.644.628;909.917.355.371.901;0.983471074380165;American
106.588.235.294.118;0.835294117647059;129.411.764.705.882;American
130.436.893.203.883;442.233.009.708.738;14.368.932.038.835;American
2;224.193.548.387.097;0;American
631.481.481.481.481;101.851.851.851.852;0;American
891.457.286.432.161;750.251.256.281.407;173.869.346.733.668;American
128.208.616.780.045;167.120.181.405.896;161.451.247.165.533;American
117.640.845.070.423;28.169.014.084.507;0.985915492957746;American
126.637.931.034.483;303.448.275.862.069;162.068.965.517.241;American
892.814.371.257.485;388.023.952.095.808;125.748.502.994.012;American
123.222.003.929.273;781.925.343.811.395;132.612.966.601.179;American
118.319.738.988.581;38.026.101.141.925;0.740619902120718;American
104.823.529.411.765;433.333.333.333.333;0.435294117647059;American
124.385.964.912.281;298.245.614.035.088;121.052.631.578.947;American
921.946.564.885.496;469.083.969.465.649;0.916030534351145;American
113.189.655.172.414;393.965.517.241.379;26.551.724.137.931;American
1.509.963.099.631;761.623.616.236.162;158.671.586.715.867;American
121.037.037.037.037;118.814.814.814.815;293.333.333.333.333;American
12.258.064.516.129;233.870.967.741.935;148.387.096.774.194;American
678.494.623.655.914;447.849.462.365.591;31.989.247.311.828;American
833.165.829.145.729;339.195.979.899.498;140.201.005.025.126;American
188.522.483.940.043;92.847.965.738.758;0.445396145610278;American
152.983.870.967.742;111.129.032.258.065;136.290.322.580.645;American
531.307.793.923.382;289.431.968.295.905;0.586525759577279;American
604.740.406.320.542;990.744.920.993.228;115.124.153.498.871;American
928.571.428.571.429;164.625.850.340.136;129.251.700.680.272;American
799.067.599.067.599;167.132.867.132.867;0.811188811188811;American
127.434.210.526.316;581.578.947.368.421;210.526.315.789.474;American
9.678.125;1.325;1.165.625;American
801.811.594.202.899;320.289.855.072.464;0.307971014492754;American
788.815.789.473.684;211.842.105.263.158;0.223684210526316;American
161.714.285.714.286;2.8;0.844897959183673;American
634.562.211.981.567;481.566.820.276.498;127.649.769.585.253;American
10.056.657.223.796;436.543.909.348.442;107.082.152.974.504;American
127.844.827.586.207;346.120.689.655.172;172.844.827.586.207;American
815.076.923.076.923;975.692.307.692.308;100.923.076.923.077;American
610.833.333.333.333;55.125;100.833.333.333.333;American
10.543.956.043.956;504.945.054.945.055;251.923.076.923.077;American
802.352.941.176.471;442.352.941.176.471;0.694117647058824;American
134.655.172.413.793;181.034.482.758.621;0.517241379310345;American
180.564.516.129.032;825.806.451.612.903;245.967.741.935.484;American
928.708.133.971.292;113.397.129.186.603;262.200.956.937.799;American
783.673.469.387.755;192.517.006.802.721;117.006.802.721.088;American
151.129.032.258.065;17.741.935.483.871;0;American
102.586.206.896.552;341.379.310.344.828;103.448.275.862.069;American
147.592.592.592.593;281.481.481.481.481;209.259.259.259.259;American
940.677.966.101.695;325.423.728.813.559;0.101694915254237;American
135.086.206.896.552;372.413.793.103.448;311.206.896.551.724;American
883.050.847.457.627;220.338.983.050.847;0.338983050847458;American
50;0;0;American
176.444.444.444.444;582.222.222.222.222;0;American
107.258.064.516.129;587.903.225.806.452;0.5;American
148.492.063.492.063;676.190.476.190.476;113.492.063.492.063;American
800.840.336.134.454;540.336.134.453.782;0.873949579831933;American
133.225.806.451.613;509.677.419.354.839;217.741.935.483.871;American
138.602.150.537.634;116.129.032.258.065;174.193.548.387.097;American
135.862.068.965.517;28.448.275.862.069;127.586.206.896.552;American
958.064.516.129.032;58.494.623.655.914;153.763.440.860.215;American
19;0.678571428571429;0;American
145.789.473.684.211;807.894.736.842.105;0.684210526315789;American
100.823.529.411.765;136.470.588.235.294;104.705.882.352.941;American
334.736.842.105.263;342.105.263.157.895;0.157894736842105;American
413.953.488.372.093;127.519.379.844.961;0.937984496124031;Alaska
377.756.833.176.249;860.508.953.817.154;0.34684260131951;Alaska
392.105.263.157.895;146.766.917.293.233;0.530075187969925;Alaska
279.590.117.911.286;588.798.427.849.523;0.182201010668164;Alaska
268.593.238.822.246;50.556.161.395.856;0.0926935659760087;Alaska
388.888.888.888.889;143.189.964.157.706;0.451612903225806;Alaska
425.396.825.396.825;722.222.222.222.222;0.497354497354497;Alaska
422.418.879.056.047;532.743.362.831.858;0.0619469026548673;Alaska
634.589.800.443.459;121.463.414.634.146;0.259423503325942;Alaska
214.827.586.206.897;31.551.724.137.931;0.110344827586207;Alaska
335.757.575.757.576;215.909.090.909.091;0;Alaska
398.097.826.086.957;725.815.217.391.304;0.0108695652173913;Alaska
233.333.333.333.333;419.540.229.885.058;0;Alaska
464.835.164.835.165;432.967.032.967.033;214.285.714.285.714;Alaska
23.728.813.559.322;332.203.389.830.508;31.864.406.779.661;Alaska
389.673.913.043.478;859.239.130.434.783;0.945652173913043;Alaska
341.666.666.666.667;5.25;0.966666666666667;Alaska
382.649.842.271.293;587.066.246.056.782;0.302839116719243;Alaska
588.079.470.198.676;188.476.821.192.053;0.602649006622517;Alaska
507.661.290.322.581;401.209.677.419.355;0;Alaska
599.386.503.067.485;73.558.282.208.589;0.0613496932515337;Alaska
585.350.318.471.338;581.210.191.082.803;137.898.089.171.975;Alaska
405.454.545.454.545;117.818.181.818.182;0;Alaska
157.258.064.516.129;214.516.129.032.258;112.903.225.806.452;Alaska
67.375;45.125;0;Alaska
266.129.032.258.065;191.693.548.387.097;0.637096774193548;Alaska
336.170.212.765.957;517.021.276.595.745;0;Alaska
394.444.444.444.444;253.703.703.703.704;0;Alaska
373.333.333.333.333;544.444.444.444.444;0;Alaska
603.448.275.862.069;241.379.310.344.828;206.896.551.724.138;Alaska
42.027.027.027.027;530.743.243.243.243;0.837837837837838;Alaska
247.457.627.118.644;133.898.305.084.746;176.271.186.440.678;Alaska
269.565.217.391.304;100.289.855.072.464;21.304.347.826.087;Alaska
374.603.174.603.175;580.952.380.952.381;0.76984126984127;Alaska
0;317.460.317.460.317;0;Alaska
32.258.064.516.129;161.290.322.580.645;0;Alaska
0;161.290.322.580.645;0;Alaska
476.666.666.666.667;4.35;448.333.333.333.333;Alaska
515.384.615.384.615;101.666.666.666.667;128.205.128.205.128;Alaska
0;967.741.935.483.871;0;Alaska
0;145.161.290.322.581;0;Alaska
796.774.193.548.387;332.258.064.516.129;0;Alaska
967.741.935.483.871;651.612.903.225.806;0;Alaska
0;32.258.064.516.129;0;Alaska
6.45;5.15;0;Alaska
609.677.419.354.839;0.354838709677419;0;Alaska
795.161.290.322.581;979.032.258.064.516;0;Alaska
12;251.612.903.225.806;0;Alaska
471.428.571.428.571;755.102.040.816.327;202.040.816.326.531;Alaska
0.716981132075472;188.679.245.283.019;0;Alaska
645.161.290.322.581;0;0;Alaska
612.903.225.806.452;133.548.387.096.774;125.806.451.612.903;Alaska
107.777.777.777.778;311.111.111.111.111;0;Alaska
113.163.538.873.995;581.501.340.482.574;0.032171581769437;Jet Blue
911.940.298.507.463;38.955.223.880.597;0.323383084577114;Jet Blue
154.832.214.765.101;963.087.248.322.148;0.671140939597315;Jet Blue
70.419.481.981.982;968.271.396.396.396;0.357826576576577;Jet Blue
126.267.123.287.671;852.054.794.520.548;0.0787671232876712;Jet Blue
119.083.969.465.649;174.656.488.549.618;0;Jet Blue
758.444.022.770.398;191.252.371.916.509;0.0891840607210626;Jet Blue
530.939.226.519.337;507.872.928.176.796;0.251381215469613;Jet Blue
802.022.058.823.529;911.519.607.843.137;0.14031862745098;Jet Blue
135.069.124.423.963;102.350.230.414.747;0.267281105990783;Jet Blue
13.9;627.619.047.619.048;0;Jet Blue
666.131.907.308.378;349.768.270.944.742;0.0249554367201426;Jet Blue
980.530.973.451.327;576.991.150.442.478;0;Jet Blue
142.980.769.230.769;758.653.846.153.846;0.125;Jet Blue
129.563.106.796.117;538.349.514.563.107;0.203883495145631;Jet Blue
822.222.222.222.222;100.666.666.666.667;0;Jet Blue
646.774.193.548.387;480.645.161.290.323;0.782258064516129;Jet Blue
103.333.333.333.333;945.238.095.238.095;0;Jet Blue
112.055.555.555.556;617.037.037.037.037;0;Jet Blue
140.454.545.454.545;901.136.363.636.364;0.352272727272727;Jet Blue
108.023.255.813.953;24.5;0;Jet Blue
719.584.055.459.272;156.516.464.471.404;0.0537261698440208;Jet Blue
109.877.883.310.719;112.910.447.761.194;0.523066485753053;Jet Blue
141.186.440.677.966;166.610.169.491.525;188.135.593.220.339;Jet Blue
148.073.394.495.413;911.009.174.311.927;0.63302752293578;Jet Blue
124.466.666.666.667;620.666.666.666.667;0;Jet Blue
133.095.238.095.238;124.603.174.603.175;0;Jet Blue
145.744.336.569.579;985.113.268.608.414;0.258899676375405;Jet Blue
143.469.387.755.102;463.265.306.122.449;0;Jet Blue
133.709.677.419.355;204.354.838.709.677;0;Jet Blue
111.071.428.571.429;743.571.428.571.429;0.835714285714286;Jet Blue
785.714.285.714.286;112.207.792.207.792;0;Jet Blue
154.516.129.032.258;566.666.666.666.667;0;Jet Blue
102.045.454.545.455;2.75;176.136.363.636.364;Jet Blue
122.719.298.245.614;380.701.754.385.965;0.416666666666667;Jet Blue
108.728.813.559.322;507.627.118.644.068;0;Jet Blue
130.357.142.857.143;424.107.142.857.143;0.517857142857143;Jet Blue
108.062.015.503.876;736.175.710.594.315;0.00775193798449612;Jet Blue
1.371.875;179.270.833.333.333;0;Jet Blue
150.695.652.173.913;431.304.347.826.087;0;Jet Blue
838.643.067.846.608;196.135.693.215.339;0.445427728613569;Jet Blue
166.666.666.666.667;151.111.111.111.111;0;Jet Blue
122.719.123.505.976;446.314.741.035.857;0.110557768924303;Jet Blue
108.817.204.301.075;782.795.698.924.731;0;Jet Blue
858.536.585.365.854;105.609.756.097.561;0;Jet Blue
988.793.103.448.276;717.241.379.310.345;0;Jet Blue
126.627.906.976.744;903.488.372.093.023;0;Jet Blue
148.709.677.419.355;125.806.451.612.903;0;Jet Blue
178.783.783.783.784;360.810.810.810.811;0;Jet Blue
123.757.575.757.576;7;0.0727272727272727;Jet Blue
128.637.274.549.098;130.340.681.362.725;0;Jet Blue
211.052.631.578.947;0;526.315.789.473.684;American
392.083.818.393.481;532.828.870.779.977;0.388436166084594;Delta
573.047.473.200.613;181.133.231.240.429;0.761102603369066;Delta
369.116.775.340.842;692.234.736.218.139;0.208061647895673;Delta
493.427.561.837.456;707.067.137.809.187;0.23886925795053;Delta
357.887.083.517.734;505.424.543.212.999;0.277486248972624;Delta
538.651.685.393.258;564.831.460.674.157;0.371910112359551;Delta
593.390.614.672.835;107.362.855.254.461;0.207534699272968;Delta
378.732.394.366.197;536.901.408.450.704;0.374647887323944;Delta
342.522.861.753.631;342.173.211.403.981;0.238569123184508;Delta
370.300.751.879.699;344.736.842.105.263;0.246867167919799;Delta
447.885.402.455.662;387.039.563.437.926;0.286493860845839;Delta
581.880.733.944.954;682.798.165.137.615;0.39105504587156;Delta
371.485.754.650.341;415.234.283.023.311;0.257122674829291;Delta
341.954.022.988.506;32.183.908.045.977;0;Delta
485.669.456.066.946;12.760.460.251.046;0.370292887029289;Delta
448.626.817.447.496;696.930.533.117.932;0.11470113085622;Delta
610.778.443.113.772;405.988.023.952.096;0.296407185628743;Delta
332.354.312.354.312;1.355.337.995.338;0.421445221445221;Delta
552.737.226.277.372;852.554.744.525.547;12.463.503.649.635;Delta
629.333.333.333.333;581.333.333.333.333;0;Delta
430.964.467.005.076;118.274.111.675.127;0;Delta
622.172.949.002.217;501.330.376.940.133;0.0288248337028825;Delta
825.287.356.321.839;344.827.586.206.897;0;Delta
809.459.459.459.459;863.513.513.513.514;0.641891891891892;Delta
241.701.244.813.278;12.402.489.626.556;0.425311203319502;Delta
599.195.710.455.764;543.163.538.873.995;0.268096514745308;Delta
541.860.465.116.279;297.383.720.930.233;0.287790697674419;Delta
377.083.333.333.333;233.333.333.333.333;0;Delta
5.375;160.714.285.714.286;0;Delta
513.544.668.587.896;137.060.518.731.988;0.910662824207493;Delta
411.530.398.322.851;824.109.014.675.052;0.511530398322851;Delta
561.904.761.904.762;302.380.952.380.952;0;Delta
14.16;5.64;0;Delta
3.5;184.821.428.571.429;0;Delta
642.857.142.857.143;449.829.931.972.789;0.681972789115646;Delta
8.25;0.196428571428571;0;Delta
4.5;12.5;0;Delta
368.257.261.410.788;289.211.618.257.261;0.564315352697095;Delta
307.646.176.911.544;218.590.704.647.676;0.149925037481259;Delta
458.082.706.766.917;606.766.917.293.233;0.721804511278195;Delta
444.444.444.444.444;253.333.333.333.333;306.666.666.666.667;Delta
464.485.981.308.411;323.364.485.981.308;0.210280373831776;Delta
434.285.714.285.714;215.714.285.714.286;0;Delta
66.125;3.375;0.41875;Delta
317.974.683.544.304;260.506.329.113.924;0;Delta
257.594.936.708.861;365.822.784.810.127;0;Delta
454.166.666.666.667;101.388.888.888.889;0;Delta
402.816.901.408.451;214.084.507.042.254;0;Delta
451.532.033.426.184;484.401.114.206.128;0.286908077994429;Delta
508.235.294.117.647;227.647.058.823.529;0;Delta
346.521.739.130.435;374.347.826.086.957;0;Delta
40.625;20.625;0;Delta
495.850.622.406.639;312.863.070.539.419;0;Delta
474.752.475.247.525;277.722.772.277.228;0;Delta
541.935.483.870.968;16.036.866.359.447;0.460829493087558;Delta
418.072.289.156.626;389.156.626.506.024;0.0120481927710843;Delta
484.834.123.222.749;451.658.767.772.512;0;Delta
320.967.741.935.484;462.903.225.806.452;0;Delta
523.529.411.764.706;340.294.117.647.059;0.647058823529412;Delta
540.291.262.135.922;0.830097087378641;0.174757281553398;Delta
378.913.043.478.261;628.260.869.565.217;0.0673913043478261;Delta
302.654.867.256.637;552.654.867.256.637;0.464601769911504;Delta
103.255.813.953.488;123.209.302.325.581;0;Delta
412.391.573.729.864;631.970.260.223.048;0.268897149938042;Delta
840.740.740.740.741;372.222.222.222.222;0;Delta
630.894.308.943.089;264.769.647.696.477;0.0623306233062331;Delta
456.675.749.318.801;171.117.166.212.534;0.223433242506812;Delta
0;107.142.857.142.857;0;Delta
246.052.631.578.947;267.105.263.157.895;0;Delta
515.957.446.808.511;386.170.212.765.957;0.723404255319149;Delta
670.873.786.407.767;175.728.155.339.806;0.669902912621359;Delta
0;161.290.322.580.645;0;Delta
4.703.125;2.234.375;0;Delta
0.612903225806452;0;0;Delta
404.504.504.504.505;190.990.990.990.991;0;Delta
4.856;2.38;0.564;Delta
525.833.333.333.333;301.666.666.666.667;0;Delta
104.516.129.032.258;0.741935483870968;0;Delta
71.304.347.826.087;23.596.837.944.664;0.308300395256917;Delta
609.302.325.581.395;672.093.023.255.814;0.511627906976744;Delta
918.965.517.241.379;400.862.068.965.517;0.862068965517241;Delta
395.454.545.454.545;0.309090909090909;0;Delta
174.725.274.725.275;254.945.054.945.055;0.494505494505495;Delta
8.64;11.68;3.12;Delta
276.315.789.473.684;184.210.526.315.789;0;Delta
483.870.967.741.935;483.870.967.741.935;0;Delta
142.857.142.857.143;0;0;Delta
169.491.525.423.729;293.220.338.983.051;0;Delta
103.333.333.333.333;166.666.666.666.667;0;Delta
0;0;0;Delta
504.761.904.761.905;0.333333333333333;0;Delta
316.129.032.258.065;651.612.903.225.806;0;Delta
431.372.549.019.608;411.764.705.882.353;0;Delta
0;37.037.037.037.037;0;Delta
6.04;231.333.333.333.333;0;Delta
771.153.846.153.846;417.307.692.307.692;0.961538461538462;Delta
617.293.233.082.707;164.661.654.135.338;0;Delta
391.666.666.666.667;266.666.666.666.667;0;Delta
3.06;0.86;0;Delta
356.716.417.910.448;517.910.447.761.194;0;Delta
137.179.487.179.487;71.025.641.025.641;0.961538461538462;Delta
686.516.853.932.584;529.213.483.146.067;0.932584269662921;Delta
3.75;129.166.666.666.667;0;Delta
3.25;570.833.333.333.333;0.625;Delta
401.052.631.578.947;125.263.157.894.737;0;Delta
516.417.910.447.761;241.791.044.776.119;0;Delta
686.206.896.551.724;0;0;Delta
470.967.741.935.484;254.838.709.677.419;0;Delta
151.612.903.225.806;754.838.709.677.419;0;Delta
35.593.220.338.983;100.847.457.627.119;0;Delta
102.068.965.517.241;231.034.482.758.621;0;Delta
423.333.333.333.333;5.7;0;Delta
861.290.322.580.645;635.483.870.967.742;32.258.064.516.129;Delta
22.093.023.255.814;244.186.046.511.628;0;Delta
719.230.769.230.769;1.5;0;Delta
858.064.516.129.032;109.677.419.354.839;0;Delta
143.934.426.229.508;334.426.229.508.197;0;Delta
4;3;0.80952380952381;Delta
356.666.666.666.667;9;0;Delta
588.392.857.142.857;583.928.571.428.571;107.142.857.142.857;Delta
434.782.608.695.652;721.739.130.434.783;0;Delta
3;480.555.555.555.556;0;Delta
0;1.75;0;Delta
20;0;0;Delta
705.882.352.941.176;468.627.450.980.392;0;Delta
81.025.641.025.641;830.769.230.769.231;0;Delta
146.666.666.666.667;2.8;646.666.666.666.667;Delta
0.833333333333333;0;0;Delta
7.7;2.3;0;Delta
0;0;0;Delta
6.9;13.1;0;Delta
12.212;104.888;0.7284;United
749.248.120.300.752;163.461.331.901.182;0.298066595059076;United
634.800.202.326.758;312.594.840.667.678;0.490642387455741;United
697.854.954.034.729;345.760.980.592.441;0.288049029622063;United
410.489.690.721.649;885.128.865.979.381;0.259278350515464;United
494.169.044.222.539;509.950.071.326.676;0.548502139800285;United
764.990.689.013.035;549.906.890.130.354;0.864059590316573;United
745.018.847.603.662;603.661.820.140.011;0.378298330640819;United
907.142.857.142.857;208.163.265.306.122;0.591836734693877;United
646.064.139.941.691;111.690.962.099.125;0;United
801.941.747.572.816;103.155.339.805.825;0.281553398058252;United
